"occurrenceStatus","geometry"
"ABSENT",c(-45.4250029097252, 17.6749990869741)
"ABSENT",c(71.9749998772006, 7.97499916922486)
"ABSENT",c(-151.725005433151, 37.4749989190808)
"ABSENT",c(165.775002103893, -14.7750006378674)
"ABSENT",c(-75.9750036349431, 31.3749989708055)
"ABSENT",c(-26.3750024575025, -14.5750006395633)
"ABSENT",c(-83.2250038070488, 15.674999103933)
"ABSENT",c(-152.375005448581, 29.1249989898843)
"ABSENT",c(157.925001917544, -15.5250006315078)
"ABSENT",c(-133.825005008228, 35.0749989394315)
"ABSENT",c(-48.9250029928107, 39.0749989055136)
"ABSENT",c(-31.47500257857, 38.1249989135691)
"ABSENT",c(169.475002191726, 39.9749988978821)
"ABSENT",c(-166.92500579398, -40.3750004207932)
"ABSENT",c(153.025001801224, 2.1249992188297)
"ABSENT",c(-105.525004336422, -13.0750006522825)
"ABSENT",c(146.475001645735, -14.5250006399873)
"ABSENT",c(-97.0750041358301, -3.52500073326135)
"ABSENT",c(82.1750001193356, 12.4249991314913)
"ABSENT",c(48.4249993181537, -4.12500072817367)
"ABSENT",c(168.92500217867, 11.4249991399707)
"ABSENT",c(117.575000959686, -19.4250005984379)
"ABSENT",c(-136.175005064014, 35.2749989377356)
"ABSENT",c(20.7249986605912, 38.2749989122972)
"ABSENT",c(-115.075004563127, 20.8749990598398)
"ABSENT",c(71.4749998653312, -19.6750005963181)
"ABSENT",c(-110.975004465798, 0.924999229005053)
"ABSENT",c(-139.775005149473, 23.9249990339775)
"ABSENT",c(-13.0250021405906, 1.62499922306943)
"ABSENT",c(148.875001702708, 9.02499916032142)
"ABSENT",c(4.47499827483696, -29.0250005170351)
"ABSENT",c(-161.325005661043, 29.5249989864925)
"ABSENT",c(-43.7250028693693, 41.4749988851629)
"ABSENT",c(173.375002284307, -32.3750004886289)
"ABSENT",c(-144.625005264606, 4.22499920102283)
"ABSENT",c(-154.875005507928, 21.274999056448)
"ABSENT",c(-5.62500196492411, -1.17500075318808)
"ABSENT",c(-101.175004233159, 13.5749991217399)
"ABSENT",c(-146.875005318018, 10.6249991467543)
"ABSENT",c(30.5249988932306, -38.4250004373282)
"ABSENT",c(125.825001155531, 35.5749989351918)
"ABSENT",c(-160.175005633743, 5.57499918957556)
"ABSENT",c(-157.875005579144, -12.22500065949)
"ABSENT",c(-24.1750024052774, 0.37499923366876)
"ABSENT",c(126.825001179269, 33.0249989568144)
"ABSENT",c(117.725000963247, -13.2250006510106)
"ABSENT",c(136.525001409535, 23.9249990339775)
"ABSENT",c(18.3749986048052, 40.8749988902506)
"ABSENT",c(129.825001250486, -32.7250004856611)
"ABSENT",c(-0.875001852165184, -32.625000486509)
"ABSENT",c(146.325001642174, -13.4750006488907)
"ABSENT",c(-136.875005080631, 2.1249992188297)
"ABSENT",c(-134.375005021284, 13.724999120468)
"ABSENT",c(-147.82500534057, 40.4249988940664)
"ABSENT",c(32.5249989407081, 33.8249989500308)
"ABSENT",c(58.4249995555409, 1.52499922391738)
"ABSENT",c(76.6749999887726, -7.37500070061542)
"ABSENT",c(-139.375005139978, -15.4750006319318)
"ABSENT",c(-74.425003598148, -19.9750005937742)
"ABSENT",c(-138.025005107931, -1.52500075022027)
"ABSENT",c(-105.125004326927, 13.6749991208919)
"ABSENT",c(131.125001281346, 36.2249989296801)
"ABSENT",c(119.275001000042, 37.5749989182328)
"ABSENT",c(-159.775005624248, 5.52499918999953)
"ABSENT",c(161.375001999442, -21.0250005848708)
"ABSENT",c(79.9250000659234, -0.225000761243564)
"ABSENT",c(92.9250003745267, 19.4749990717111)
"ABSENT",c(-94.9750040859788, -37.3750004462316)
"ABSENT",c(2.32499822379873, 38.5249989101773)
"ABSENT",c(-160.975005652734, -7.67500069807159)
"ABSENT",c(-21.5250023423698, 26.4249990127788)
"ABSENT",c(121.92500106295, 21.8249990517843)
"ABSENT",c(158.175001923478, 18.0749990835823)
"ABSENT",c(-63.5750033405829, 12.3249991323392)
"ABSENT",c(-157.62500557321, -3.77500073114148)
"ABSENT",c(63.024999664739, -3.0750007370771)
"ABSENT",c(124.725001129418, -6.57500070739899)
"ABSENT",c(167.975002156118, 33.2249989551185)
"ABSENT",c(-43.3250028598738, 6.62499918067213)
"ABSENT",c(-167.325005803475, -1.2250007527641)
"ABSENT",c(-157.525005570836, 19.2249990738309)
"ABSENT",c(172.925002273624, 35.6749989343438)
"ABSENT",c(92.3250003602835, -19.2250006001338)
"ABSENT",c(-73.2750035708485, 17.3749990895179)
"ABSENT",c(105.825000680756, -33.0250004831173)
"ABSENT",c(-112.375004499032, -29.0250005170351)
"ABSENT",c(-26.9750024717458, 40.9749988894027)
"ABSENT",c(-100.425004215355, 11.924999135731)
"ABSENT",c(132.725001319328, 17.0249990924857)
"ABSENT",c(45.5749992504984, -7.22500070188735)
"ABSENT",c(-159.925005627809, -17.775000612429)
"ABSENT",c(84.3750001715607, -10.1750006768729)
"ABSENT",c(-140.725005172025, -21.9750005768153)
"ABSENT",c(4.62499827839778, -1.92500074682849)
"ABSENT",c(-85.5750038628348, 23.8249990348254)
"ABSENT",c(-92.0250040159495, 12.4249991314913)
"ABSENT",c(85.2250001917386, 7.27499917516048)
"ABSENT",c(-122.675004743541, -4.47500072520586)
"ABSENT",c(37.9749990700841, 23.9749990335535)
"ABSENT",c(-57.8750032052722, 20.9249990594158)
"ABSENT",c(-38.2750027399933, -23.275000565792)
"ABSENT",c(167.875002153744, 8.72499916286526)
"ABSENT",c(-93.7750040574923, -29.7750005106755)
"ABSENT",c(168.825002176296, -5.17500071927024)
"ABSENT",c(177.07500237214, 6.32499918321597)
"ABSENT",c(166.975002132379, -38.9750004326645)
"ABSENT",c(136.025001397666, 29.6249989856445)
"ABSENT",c(14.4249985110372, 40.2749988953383)
"ABSENT",c(90.4250003151799, -17.4250006153968)
"ABSENT",c(-116.675004601109, -13.2250006510106)
"ABSENT",c(159.325001950778, -8.72500068916816)
"ABSENT",c(-21.0750023316873, 34.6749989428233)
"ABSENT",c(7.62499834961395, -9.57500068196061)
"ABSENT",c(-175.675006001693, -6.7750007057031)
"ABSENT",c(9.77499840065218, -7.87500069637569)
"ABSENT",c(64.3749996967863, -36.3750004547111)
"ABSENT",c(-123.625004766093, 13.82499911962)
"ABSENT",c(-173.375005947094, 11.8249991365789)
"ABSENT",c(-11.925002114478, -32.8250004848132)
"ABSENT",c(126.725001176895, 8.4249991654091)
"ABSENT",c(-44.2750028824256, 38.6749989089054)
"ABSENT",c(127.275001189952, -6.92500070443118)
"ABSENT",c(138.425001454639, 4.42499919932694)
"ABSENT",c(-169.775005861635, 25.6249990195624)
"ABSENT",c(-74.1250035910264, 36.7749989250164)
"ABSENT",c(-35.425002672338, 13.5249991221639)
"ABSENT",c(104.925000659391, -20.5750005886865)
"ABSENT",c(103.675000629718, -15.0250006357476)
"ABSENT",c(-150.625005407039, -10.4750006743291)
"ABSENT",c(-157.225005563714, -16.2750006251482)
"ABSENT",c(129.625001245738, 1.42499922476532)
"ABSENT",c(-100.875004226037, -31.2250004983803)
"ABSENT",c(51.9749994024262, -19.0250006018297)
"ABSENT",c(-152.22500544502, 33.2749989546945)
"ABSENT",c(86.7750002285337, -12.2750006590661)
"ABSENT",c(10.9749984291387, -17.0750006183647)
"ABSENT",c(-179.32500608834, 14.8249991111406)
"ABSENT",c(-145.275005280036, -1.02500075446)
"ABSENT",c(-79.6750037227763, -37.2750004470796)
"ABSENT",c(-76.3250036432516, -25.3250005484091)
"ABSENT",c(162.925002036237, 27.4749990038754)
"ABSENT",c(-171.925005912673, 10.9249991442104)
"ABSENT",c(99.2250005240807, -9.42500068323253)
"ABSENT",c(129.375001239803, -34.475000470822)
"ABSENT",c(6.67499832706216, 4.27499920059886)
"ABSENT",c(-69.1750034735198, 25.1249990238021)
"ABSENT",c(-153.925005485376, 29.8749989835247)
"ABSENT",c(128.77500122556, 19.8749990683193)
"ABSENT",c(-177.025006033741, -14.2250006425311)
"ABSENT",c(162.525002026742, -40.3750004207932)
"ABSENT",c(-138.325005115052, 19.7749990691672)
"ABSENT",c(-4.17500193050296, -30.3250005060118)
"ABSENT",c(-20.8750023269396, -35.3750004631905)
"ABSENT",c(-174.475005973207, 8.52499916456115)
"ABSENT",c(-30.9750025667007, -31.2250004983803)
"ABSENT",c(-148.925005366683, 28.4249989958199)
"ABSENT",c(-52.9250030877656, 16.4249990975734)
"ABSENT",c(3.42499824991131, -14.4750006404113)
"ABSENT",c(-159.025005606444, -2.82500073919697)
"ABSENT",c(-153.575005477068, -28.9750005174591)
"ABSENT",c(109.575000769776, 10.17499915057)
"ABSENT",c(58.6749995614756, -12.3250006586421)
"ABSENT",c(-9.32500205275738, -30.2750005064358)
"ABSENT",c(-101.025004229598, -16.3250006247243)
"ABSENT",c(-76.5750036491863, -18.0750006098852)
"ABSENT",c(-177.425006043236, -34.2750004725179)
"ABSENT",c(-97.9750041571949, 5.42499919084748)
"ABSENT",c(-93.0250040396883, 8.02499916880088)
"ABSENT",c(67.9249997810588, -18.7750006039496)
"ABSENT",c(-36.4250026960767, 15.9249991018131)
"ABSENT",c(-52.8250030853917, 24.5249990288898)
"ABSENT",c(-41.3250028123964, 4.67499919720708)
"ABSENT",c(-155.475005522171, -5.32500071799832)
"ABSENT",c(164.02500206235, -33.8250004763337)
"ABSENT",c(-126.175004826627, 29.7749989843726)
"ABSENT",c(70.0249998309101, -22.6250005713037)
"ABSENT",c(162.375002023181, -19.7250005958941)
"ABSENT",c(-149.175005372617, 10.7749991454824)
"ABSENT",c(-7.17500200171912, -1.37500075149219)
"ABSENT",c(-80.2250037358326, -14.5750006395633)
"ABSENT",c(-122.275004734046, -31.2250004983803)
"ABSENT",c(-34.625002653347, -15.6750006302359)
"ABSENT",c(-141.025005179147, 37.6749989173849)
"ABSENT",c(176.675002362645, -7.37500070061542)
"ABSENT",c(94.1250004030132, -6.62500070697502)
"ABSENT",c(-24.6250024159598, 16.0249991009652)
"ABSENT",c(135.525001385796, -11.7750006633058)
"ABSENT",c(17.3749985810664, 38.6249989093294)
"ABSENT",c(-10.9250020907393, -26.8750005352659)
"ABSENT",c(169.5750021941, 29.2749989886124)
"ABSENT",c(145.57500162437, 22.2749990479686)
"ABSENT",c(112.275000833871, -33.6750004776056)
"ABSENT",c(67.4749997703763, 8.82499916201731)
"ABSENT",c(-33.7250026319821, 22.2749990479686)
"ABSENT",c(35.5749990131112, -40.3250004212172)
"ABSENT",c(140.375001500929, 9.32499915777758)
"ABSENT",c(66.7749997537592, 9.17499915904951)
"ABSENT",c(177.275002376888, -36.5750004530152)
"ABSENT",c(-114.175004541762, 7.77499917092075)
"ABSENT",c(-117.075004610604, -1.2250007527641)
"ABSENT",c(131.975001301524, -11.6250006645777)
"ABSENT",c(-26.025002449194, 6.42499918236802)
"ABSENT",c(166.775002127631, -8.32500069255994)
"ABSENT",c(-70.3750035020062, 38.4749989106013)
"ABSENT",c(157.925001917544, 21.6249990534802)
"ABSENT",c(-72.4750035518576, -25.6750005454413)
"ABSENT",c(-98.6250041726251, -7.72500069764762)
"ABSENT",c(3.72499825703292, -26.8750005352659)
"ABSENT",c(62.5249996528697, -19.8250005950461)
"ABSENT",c(176.575002360271, -28.925000517883)
"ABSENT",c(94.8750004208173, -2.875000738773)
"ABSENT",c(-125.575004812384, -25.6250005458653)
"ABSENT",c(84.9750001858039, -12.125000660338)
"ABSENT",c(-140.725005172025, -18.9750006022537)
"ABSENT",c(51.0749993810613, -22.7250005704557)
"ABSENT",c(147.425001668287, -13.4750006488907)
"ABSENT",c(92.8250003721529, 1.62499922306943)
"ABSENT",c(-97.6750041500733, -26.4250005390817)
"ABSENT",c(-57.1250031874682, 42.2749988783794)
"ABSENT",c(66.6749997513854, 0.524999232396837)
"ABSENT",c(157.625001910422, 37.3749989199287)
"ABSENT",c(-89.6750039601635, -28.775000519155)
"ABSENT",c(48.5249993205276, 29.4749989869165)
"ABSENT",c(162.22500201962, 38.2749989122972)
"ABSENT",c(2.77499823448113, -8.22500069340789)
"ABSENT",c(-19.4250022925185, 24.0249990331295)
"ABSENT",c(-152.425005449768, 37.6749989173849)
"ABSENT",c(20.5749986570304, -36.6750004521672)
"ABSENT",c(138.125001447517, 3.37499920823038)
"ABSENT",c(-96.2750041168391, 4.7249991967831)
"ABSENT",c(-107.375004380339, -1.42500075106822)
"ABSENT",c(36.0749990249805, -19.7250005958941)
"ABSENT",c(-172.875005935225, -22.5750005717276)
"ABSENT",c(169.525002192913, 25.1749990233781)
"ABSENT",c(124.37500112111, -12.2750006590661)
"ABSENT",c(108.975000755533, -34.5250004703981)
"ABSENT",c(-112.975004513276, 0.424999233244783)
"ABSENT",c(-130.725004934638, 3.87499920399065)
"ABSENT",c(133.67500134188, -36.8250004508953)
"ABSENT",c(62.1249996433742, -29.9750005089796)
"ABSENT",c(5.72499830451036, -4.32500072647778)
"ABSENT",c(-161.025005653921, 30.3749989792849)
"ABSENT",c(-33.7750026331691, 6.07499918533583)
"ABSENT",c(-109.625004433751, -0.275000760819594)
"ABSENT",c(-139.875005151847, 20.0749990666234)
"ABSENT",c(78.1750000243807, -10.375000675177)
"ABSENT",c(-35.9250026842073, -11.8250006628818)
"ABSENT",c(-143.875005246802, -8.27500069298391)
"ABSENT",c(155.075001849888, -5.07500072011818)
"ABSENT",c(-95.575004100222, -1.47500075064424)
"ABSENT",c(112.675000843366, 13.4749991225878)
"ABSENT",c(-24.8750024218945, 41.624998883891)
"ABSENT",c(74.774999943669, -7.82500069679967)
"ABSENT",c(-33.3750026236736, -27.1750005327221)
"ABSENT",c(-5.62500196492411, -17.9750006107331)
"ABSENT",c(52.4249994131086, -16.5750006226044)
"ABSENT",c(-62.725003320405, 23.6249990365213)
"ABSENT",c(86.5750002237859, -10.7250006722092)
"ABSENT",c(51.2749993858091, 27.9749989996357)
"ABSENT",c(73.1749999056871, -1.27500075234013)
"ABSENT",c(-21.5250023423698, -39.2750004301206)
"ABSENT",c(-178.82500607647, 26.1749990148987)
"ABSENT",c(-30.8250025631399, 6.82499917897623)
"ABSENT",c(-12.5750021299082, 28.624998994124)
"ABSENT",c(-129.375004902591, 37.974998914841)
"ABSENT",c(68.0249997834326, 7.1249991764324)
"ABSENT",c(-94.4250040729225, -28.3250005229707)
"ABSENT",c(-97.9750041571949, -32.2250004899008)
"ABSENT",c(152.825001796476, 9.62499915523374)
"ABSENT",c(74.4749999365474, -10.5750006734811)
"ABSENT",c(-123.575004764906, -3.6250007324134)
"ABSENT",c(123.375001097371, 20.1749990657754)
"ABSENT",c(-71.5750035304927, -18.0750006098852)
"ABSENT",c(-133.775005007041, 7.52499917304061)
"ABSENT",c(118.225000975116, -0.875000755731918)
"ABSENT",c(-32.1750025951871, 8.87499916159334)
"ABSENT",c(-116.375004593987, -0.425000759547672)
"ABSENT",c(118.125000972742, -7.62500069849556)
"ABSENT",c(152.875001797663, -22.8250005696078)
"ABSENT",c(-78.7250037002245, 25.8749990174425)
"ABSENT",c(-169.475005854513, 39.824998899154)
"ABSENT",c(-156.775005553032, 41.1249988881307)
"ABSENT",c(32.8249989478297, -31.9250004924447)
"ABSENT",c(174.225002304485, -4.57500072435791)
"ABSENT",c(168.625002171548, -16.1250006264201)
"ABSENT",c(-95.1750040907265, 23.6249990365213)
"ABSENT",c(154.025001824963, -36.8250004508953)
"ABSENT",c(135.62500138817, 24.3749990301617)
"ABSENT",c(62.6749996564305, -27.4250005306022)
"ABSENT",c(93.9750003994524, 16.8749990937577)
"ABSENT",c(64.2749996944124, 15.7749991030851)
"ABSENT",c(-104.925004322179, -38.5250004364802)
"ABSENT",c(-27.5250024848021, 16.7749990946056)
"ABSENT",c(164.67500207778, 27.6749990021795)
"ABSENT",c(-68.4750034569027, 23.6749990360973)
"ABSENT",c(-124.075004776776, -24.9250005518009)
"ABSENT",c(3.77499825821985, 2.72499921374202)
"ABSENT",c(-21.4750023411828, -11.9250006620339)
"ABSENT",c(-141.925005200512, -9.07500068620034)
"ABSENT",c(-121.825004723363, -11.4750006658496)
"ABSENT",c(-5.07500195186782, -19.8250005950461)
"ABSENT",c(177.025002370953, 43.2749988698999)
"ABSENT",c(115.975000921704, -38.5750004360563)
"ABSENT",c(151.375001762055, -34.7250004687022)
"ABSENT",c(-175.525005998133, -9.27500068450445)
"ABSENT",c(37.274999053467, -19.6750005963181)
"ABSENT",c(-18.5250022711536, 34.124998947487)
"ABSENT",c(104.675000653457, -29.1750005157632)
"ABSENT",c(-19.5750022960792, 21.8249990517843)
"ABSENT",c(-4.42500193643764, -24.7250005534968)
"ABSENT",c(-25.3750024337638, 0.424999233244783)
"ABSENT",c(-84.0250038260398, 27.9749989996357)
"ABSENT",c(-170.675005883, -21.9250005772393)
"ABSENT",c(-151.475005427216, -4.87500072181408)
"ABSENT",c(-141.775005196951, 26.774999009811)
"ABSENT",c(-12.8750021370298, -25.5750005462892)
"ABSENT",c(-0.825001850978254, 4.07499920229476)
"ABSENT",c(-12.725002133469, 32.6249989602062)
"ABSENT",c(-176.025006010002, -5.87500071333461)
"ABSENT",c(154.22500182971, 40.5249988932184)
"ABSENT",c(-34.9250026604686, 39.774998899578)
"ABSENT",c(-129.375004902591, -31.3250004975323)
"ABSENT",c(-169.025005843831, 28.9749989911562)
"ABSENT",c(159.075001944843, 19.9249990678953)
"ABSENT",c(-23.1250023803517, 34.9749989402794)
"ABSENT",c(133.67500134188, 12.2749991327632)
"ABSENT",c(-111.125004469359, 16.4249990975734)
"ABSENT",c(-159.425005615939, -6.37500070909488)
"ABSENT",c(-96.8250041298954, 21.3749990556001)
"ABSENT",c(-61.0250032800492, 15.9249991018131)
"ABSENT",c(-165.12500575125, 31.4749989699575)
"ABSENT",c(-120.525004692503, -1.82500074767643)
"ABSENT",c(-157.77500557677, -0.225000761243564)
"ABSENT",c(-125.225004804075, 6.67499918024816)
"ABSENT",c(98.7750005133983, -9.57500068196061)
"ABSENT",c(70.3749998392186, 4.57499919805502)
"ABSENT",c(-34.4750026497862, -7.17500070231132)
"ABSENT",c(22.7749987092556, -37.5750004445357)
"ABSENT",c(122.625001079567, -38.6250004356323)
"ABSENT",c(31.3749989134085, 35.3249989373116)
"ABSENT",c(-34.5750026521601, 41.8749988817711)
"ABSENT",c(68.8249998024236, -37.2750004470796)
"ABSENT",c(81.6250001062792, -39.2750004301206)
"ABSENT",c(171.175002232082, 14.3249991153803)
"ABSENT",c(15.6249985395237, -37.6250004441117)
"ABSENT",c(-132.775004983302, -0.325000760395618)
"ABSENT",c(-162.825005696651, -4.22500072732573)
"ABSENT",c(-150.075005393982, 13.774999120044)
"ABSENT",c(-174.025005962525, -32.525000487357)
"ABSENT",c(-138.925005129296, -34.325000472094)
"ABSENT",c(-30.3250025512705, -10.7250006722092)
"ABSENT",c(101.02500056681, 10.3749991488742)
"ABSENT",c(10.0749984077738, -11.8250006628818)
"ABSENT",c(-100.975004228411, -14.1250006433791)
"ABSENT",c(176.175002350775, -22.5250005721516)
"ABSENT",c(174.775002317541, 33.2749989546945)
"ABSENT",c(-44.0750028776779, 23.9249990339775)
"ABSENT",c(-147.325005328701, 9.22499915862553)
"ABSENT",c(-11.0250020931132, -6.57500070739899)
"ABSENT",c(177.72500238757, -28.0250005255146)
"ABSENT",c(-61.7750032978532, 32.2249989635979)
"ABSENT",c(-147.82500534057, -5.77500071418256)
"ABSENT",c(-104.125004303188, -36.4250004542871)
"ABSENT",c(-106.725004364909, -3.52500073326135)
"ABSENT",c(117.475000957312, -20.1750005920783)
"ABSENT",c(40.5249991306178, -39.3750004292727)
"ABSENT",c(-33.9250026367299, -20.6750005878386)
"ABSENT",c(-26.2250024539418, 41.7749988826191)
"ABSENT",c(172.125002254633, -40.3750004207932)
"ABSENT",c(86.5750002237859, -34.6750004691262)
"ABSENT",c(-15.1750021916289, -38.6750004352083)
"ABSENT",c(90.0750003068714, -30.2750005064358)
"ABSENT",c(52.7249994202302, -2.17500074470862)
"ABSENT",c(161.325001998255, -2.27500074386067)
"ABSENT",c(74.5749999389213, -30.775000502196)
"ABSENT",c(91.5750003424795, -34.5750004699741)
"ABSENT",c(165.125002088462, -30.3750005055878)
"ABSENT",c(154.22500182971, -5.07500072011818)
"ABSENT",c(-135.875005056892, -25.6750005454413)
"ABSENT",c(-3.72500191982053, 0.424999233244783)
"ABSENT",c(-156.625005549471, -9.77500068026472)
"ABSENT",c(119.275001000042, -1.07500075403603)
"ABSENT",c(135.475001384609, 25.2249990229542)
"ABSENT",c(-123.175004755411, 3.87499920399065)
"ABSENT",c(-161.125005656295, -35.2750004640385)
"ABSENT",c(-95.6750041025959, 28.574998994548)
"ABSENT",c(-50.3250030260449, 21.8749990513604)
"ABSENT",c(-10.2750020753091, 34.7749989419753)
"ABSENT",c(-20.7750023245657, 37.0249989228965)
"ABSENT",c(-147.17500532514, -36.175000456407)
"ABSENT",c(-82.9250037999272, -23.225000566216)
"ABSENT",c(0.674998184629828, -15.5750006310839)
"ABSENT",c(-23.8250023969688, -9.47500068280856)
"ABSENT",c(40.5249991306178, -31.3250004975323)
"ABSENT",c(-99.0750041833075, 0.0249992366365674)
"ABSENT",c(86.7750002285337, -4.42500072562984)
"ABSENT",c(163.475002049293, -29.1750005157632)
"ABSENT",c(-178.025006057479, 30.424998978861)
"ABSENT",c(-106.275004354226, -26.4250005390817)
"ABSENT",c(-64.6250033655086, 15.8249991026611)
"ABSENT",c(83.5750001525697, 7.3249991747365)
"ABSENT",c(-110.025004443247, 26.1249990153227)
"ABSENT",c(168.575002170361, 18.9249990763748)
"ABSENT",c(131.175001282533, 8.37499916583307)
"ABSENT",c(165.575002099145, -33.4250004797255)
"ABSENT",c(-113.025004514463, -6.92500070443118)
"ABSENT",c(68.524999795302, -24.0750005590084)
"ABSENT",c(76.9249999947073, -13.2750006505866)
"ABSENT",c(-126.175004826627, 18.4749990801905)
"ABSENT",c(102.425000600045, -32.575000486933)
"ABSENT",c(176.325002354336, 19.6249990704391)
"ABSENT",c(-16.3750022201154, -1.72500074852438)
"ABSENT",c(92.8750003733398, 18.3749990810385)
"ABSENT",c(56.2749995045027, -37.3250004466556)
"ABSENT",c(20.1749986475349, 33.8249989500308)
"ABSENT",c(-12.9750021394037, 37.4749989190808)
"ABSENT",c(-138.125005110305, 15.7749991030851)
"ABSENT",c(-35.0750026640294, 41.9749988809232)
"ABSENT",c(61.6249996315048, -17.1750006175167)
"ABSENT",c(-84.9750038485916, 4.47499919890297)
"ABSENT",c(167.825002152557, -3.12500073665313)
